Topic,Count,Name,Representation,Representative_Docs
113,268,113_casimir_force_plate_polder,"['casimir', 'force', 'plate', 'polder', 'vacuum', 'dielectric', 'energy', 'boundary', 'field', 'electromagnetic']","['thermal casimir force magnetic material investigate casimir pressure parallel plate magnetic material nonzero temperature show real magnetodielectric material magnetic property ferromagnet influence casimir pressure influence accomplish contribution zero frequency term lifshitz formula possibility casimir repulsion vacuum gap analyze depend model description dielectric property metal plate', 'torsion balance investigation casimir effect presence finite energy quantum vacuum profound implication physics microscopic macroscopic level direct consequence vacuum energy casimir force force attraction experience pair infinite planar conductive plate place vacuum experiment measure casimir force carry thesis present measurement casimir force flat spherical conducting surface torsion balance separation range micron micron detail construction torsion balance apparatus experimental procedure analysis obtain casimir force function separation describe indication finite temperature effect important separation great combined import experiment short distance favor finite temperature theory casimir force contribution experiment bound strength inverse square law short range violating interaction present', 'recent development casimir effect talk review development past year concern quantum vacuum energy casimir effect particular continue controversy surround temperature correction lifshitz formula casimir force real material metal semiconductor consensus emerge casimir energy accelerate weak gravitational field quantum vacuum energy include divergent part renormalize mass casimir plate accelerate accord equivalence principle significant development forthcoming apply multiple scatter formalism describe interaction nontrivial object weak coupling closed form expression casimir force body example reveal significant discrepancy naive proximity force approximation achieve case']"
114,262,114_planet_planetesimal_planetary_disk,"['planet', 'planetesimal', 'planetary', 'disk', 'migration', 'orbit', 'eccentricity', 'giant', 'formation', 'orbital']","['gap formation planetesimal disk divergently migrate planet observed debris disk think gap suggestive presence planet direct imaging survey find high mass planet system investigate divergent migration viable mechanism form gap young debris disk planet low mass currently elude detection perform numerical integration planet pair embed planetesimal disk assess condition divergent planetesimal drive migration occur gap form disk gap width migration rate planet pair depend disk mass degree planet share disk material find planet pair planet massive neptune produce gap width similar orbit distance myr orbit separation probe direct imaging campaign pair migrate super earth likely form observable gap time distance scale infer responsible planet mass gap neglecting migration overestimate mass planet order magnitude', 'formation terrestrial planet hot jupiter system present series calculation aim examine inner system planetesimal protoplanet undergo terrestrial planet formation evolve influence giant planet undergo inward type ii migration region bound au find solid disk survive scatter giant planet external orbit planetesimal scatter outward efficiently protoplanet result regeneration solid disk dynamical friction strong terrestrial planet formation able resume simulation extend myr migration giant planet halt au result apparently stable planet earth mass form habitable zone migration induce mixing volatile rich material snowline inner disk region mean terrestrial planet form likely water rich predict hot jupiter system likely harbor water rich terrestrial planet habitable zone planet detect future planet search mission', 'tilt circumbinary planetary system efficient progenitor free float planet dominant mechanism generate free float planet far remain elusive suggest mechanism planet eject planetary system planet planet interaction instability single star require compactly spaced planetary system find binary star system instability occur widely separate planet tilt orbit relative binary orbit combined effect planet binary planet planet interaction especially binary eccentric orbit investigate orbital stability planetary system planet mass architecture find stability system depend mass high mass planet order planet system significantly affect stability generally massive planet remain stable low mass planet eject minimum planet mass require trigger instability neptune circular orbit binary super earth earth mass highly eccentric binary suggest planet formation misalign binary efficient formation mechanism free float planet observe free float planet giant planet predict low mass free float planet unobserved high mass planet']"
115,261,115_matrix_random_eigenvalue_ensemble,"['matrix', 'random', 'eigenvalue', 'ensemble', 'entry', 'gaussian', 'unitary', 'wishart', 'distribution', 'hermitian']","['limit characteristic polynomial classical random matrix ensemble demonstrate convergence characteristic polynomial random matrix ensemble limit universal function microscopic scale random matrix ensemble treat classical compact group gaussian unitary ensemble fact result product general limit theorem convergence random entire function zero present simple regularity property', 'product random matrix polynomial ensemble recently show spherical transform convenient tool study relation joint density singular value eigenvalue bi unitarily invariant random matrix present work discuss implication result product random matrix particular derive transformation formula joint density product independent bi unitarily invariant random matrix polynomial ensemble second polynomial ensemble derivative type allow derive generalize number recent result random matrix theory include transformation formula kernel correspond determinantal point process start result construct continuous family random matrix ensemble interpolate product different number ginibre matrix inverse ginibre matrix furthermore contact asymptotic distribution lyapunov exponent product large number bi unitarily invariant random matrix fix dimension', 'central limit theorem linear eigenvalue statistic wign sample covariance random matrix consider classical ensemble random matrix theory wign matrix sample covariance matrix prove central limit theorem linear eigenvalue statistic weak compare result know condition number derivative test function number entry moment develop universal method allow obtain automatically bound variance differentiable test function bound variance trace resolvent random matrix method applicable wign sample covariance matrix ensemble random matrix']"
116,254,116_cardinal_axiom_set_ultrafilter,"['cardinal', 'axiom', 'set', 'ultrafilter', 'countable', 'ordinal', 'definable', 'theory', 'zfc', 'force']","['incompatible bound category force axiom introduce bounded category force axiom behave class strong form bounded forcing axiom completely decide theory initial segment universe modulo force cardinal naturally associate axiom naturally extend projective absoluteness arbitrary set force situation class unlike projective absoluteness high bound category force axiom follow large cardinal axiom force mild large cardinal assumption existence class give rise pairwise incompatible theory', 'useful axiom brief survey interplay force axiom non constructive principle widely field abstract mathematic axiom choice baire category theorem outline basic partial order theory possible reformulate axiom choice baire category theorem large cardinal axiom specific instance force axiom address force axiom model theoretic perspective outline deep analogy exist standard theorem ultraproduct order structure shoenfield absoluteness finally address question extent force axiom provide complete semantic set theory argue large extent possible certain initial fragment universe set pioneer work woodin generic absoluteness case chang model presence large cardinal recent work author case chang model presence large cardinal maximal strengthening martin maximum proper forcing axiom major open question leave open situation peculiar chang model lift cardinal', 'unbalanced polarize relation prove consistency strong limit singular cardinal countable cofinality result force limit measurable cardinal small cardinal like']"
117,238,117_bandit_regret_arm_armed,"['bandit', 'regret', 'arm', 'armed', 'algorithm', 'reward', 'contextual', 'setting', 'online', 'problem']","['experimental design regret minimization linear bandit paper propose novel experimental design base algorithm minimize regret online stochastic linear combinatorial bandit existing literature tend focus optimism base algorithm show suboptimal case approach carefully plan action balance tradeoff information gain reward overcome failure optimism addition leverage tool theory suprema empirical process obtain regret guarantee scale gaussian width action set avoid wasteful union bound provide state art finite time regret guarantee algorithm apply bandit semi bandit feedback regime combinatorial semi bandit setting algorithm computationally efficient rely call linear maximization oracle addition slight modification algorithm pure exploration obtain state art pure exploration guarantee semi bandit setting finally provide good knowledge example optimism fail semi bandit regime set algorithm succeed', 'survey contextual multi armed bandit survey cover stochastic adversarial contextual bandit algorithm analyze algorithm assumption regret bind', 'smooth contextual bandit bridge parametric non differentiable regret regime study nonparametric contextual bandit problem expect reward function belong class smoothness parameter interpolate extreme previously study isolation non differentiable bandit rate optimal regret achieve run separate non contextual bandit different context region parametric response bandit satisfy rate optimal regret achieve minimal exploration infinite extrapolatability develop novel algorithm carefully adjust smoothness setting prove regret rate optimal establish match upper low bound recover exist result extreme sense work bridge gap exist literature parametric non differentiable contextual bandit problem bandit algorithm exclusively use global local information shed light crucial interplay complexity regret contextual bandit']"
118,234,118_weather_climate_forecasting_forecast,"['weather', 'climate', 'forecasting', 'forecast', 'precipitation', 'seismic', 'prediction', 'sea', 'ocean', 'datum']","['deep learning post processing global probabilistic forecast sub seasonal time scale sub seasonal weather forecast increasingly important range socio economic activity predictive ability physical weather model limited time scale propose post processing method base convolutional neural network improve sub seasonal forecast correct systematic error numerical weather prediction model post processing model operate directly spatial input field able retain spatial relationship generate spatially homogeneous prediction produce global probabilistic tercile forecast biweekly aggregate temperature precipitation week case study base public forecasting challenge organize world meteorological organization post processing model outperform recalibrate forecast european centre medium range weather forecast ecmwf achieve improvement climatological forecast consider variable lead time compare model architecture training mode demonstrate approach lead skillful calibrate probabilistic forecast good calibration post process forecast emphasize post processing model reliably quantify forecast uncertainty base deterministic input information form ecmwf ensemble mean forecast field', 'operational convection permit cosmo icon ensemble prediction observation site ciens present cien dataset contain ensemble weather forecast operational convection permit numerical weather prediction model german weather service comprise forecast meteorological variable map location synoptic station additional spatially aggregate forecast surround grid point available subset variable forecast available hourly lead time hour daily model run initialize utc cover period december june additionally dataset provide station observation key variable location germany pressure temperature hourly precipitation accumulation wind speed wind direction wind gust forecast map observed location data deliver convenient format analysis cien dataset complement grow collection benchmark dataset weather climate modeling key distinguish feature long temporal extent encompass multiple update underlying numerical weather prediction model support investigation forecasting method account change addition detail design content cien dataset outline potential application ensemble post processing forecast verification relate research area use case focus ensemble post processing illustrate benefit incorporate rich set available model predictor machine learning base forecasting model', 'datum drive weather forecast train initialise directly observation skilful machine learn weather forecast challenge approach numerical weather prediction demonstrate competitive performance compare traditional physics base approach data drive system train forecast future weather learn long historical record past weather ecmwf dataset freely available wide research community include commercial sector major factor rapid rise ml forecast system level accuracy achieve historical reanalyse training real time analysis initial condition produce datum assimilation optimal blending observation physics base forecast model ml forecast system implicit unquantified dependence physics base model seek challenge propose new approach train neural network predict future weather purely historical observation dependence reanalyse use raw observation initialise model atmosphere observation space learn directly observation forecast crucial weather parameter surface temperature wind obtain predict weather parameter observation synop surface datum future time arbitrary location present preliminary result forecasting observation hour future demonstrate successful learning time evolution physical process capture real observation argue new approach stay purely observation space avoid challenge traditional datum assimilation exploit wide range observation readily expand simultaneous forecasting earth system atmosphere land ocean composition']"
119,232,119_synchronization_oscillator_kuramoto_chimera,"['synchronization', 'oscillator', 'kuramoto', 'chimera', 'couple', 'coupling', 'network', 'phase', 'synchronize', 'delay']","['adversarial control synchronization complex oscillator network study investigate perturbation strategy inspire adversarial attack principle deep learning design control synchronization dynamic strategically craft weak perturbation propose gradient base optimization method identify small phase perturbation dramatically enhance suppress collective synchronization kuramoto oscillator network approach formulate synchronization control optimization problem compute gradient order parameter respect oscillator phase determine optimal perturbation direction result demonstrate extremely small phase perturbation apply network oscillator achieve significant synchronization control diverse network architecture analysis reveal synchronization enhancement achievable network size synchronization suppression particularly effective large network effectiveness scale favorably network size method systematically validate canonical model network include scale free small world topology real world network represent power grid brain connectivity pattern adversarial framework represent novel paradigm synchronization management introduce deep learning concept networked dynamical system', 'generalize phase synchronization unidirectionally couple chaotic oscillator investigate phase synchronization identical detune response oscillator couple slightly different drive oscillator result phase synchronization occur response oscillator drive correlate identical input drive oscillator phenomenon generalize phase synchronization gps clarify characteristic lyapunov exponent phase difference plot', 'critical coupling finite kuramoto model dense network kuramoto model prominent model synchronization couple oscillator long research hotspot understand natural frequency interaction oscillator network topology determine onset synchronization paper investigate critical coupling kuramoto oscillator deterministic dense network view natural generalization network identical oscillator provide sufficient condition kuramoto model non identical oscillator unique stable equilibrium equilibrium phase cohesive enjoy local exponential synchronization perform numerical simulation kuramoto model random network circulant network complement theoretical analysis provide insight future research']"
120,226,120_control_controller_mpc_predictive,"['control', 'controller', 'mpc', 'predictive', 'disturbance', 'nonlinear', 'observer', 'system', 'stability', 'output']","['stabilize predictive control persistence excitation constrain linear system new adaptive predictive controller constrained linear system present main feature propose controller partition input component persistently excite system order guarantee accurate convergent parameter estimate deterministic framework mpc inspire recede horizon optimization problem develop achieve require excitation manner optimal plant remain control action employ conventional tube mpc controller regulate plant presence parametric uncertainty excitation generate estimation purpose constraint satisfaction robust exponential stability convergence estimate guarantee design condition mildly demanding standard mpc implementation', 'linear track mpc nonlinear system ii data drive case present novel data drive model predictive control mpc approach control unknown nonlinear system measure input output datum closed loop stability guarantee scheme rely data drive system parametrization provide fundamental lemma willem et al use new input output measurement online update datum exploit local linear approximation underlie system prove mpc scheme require solve strictly convex quadratic program online ensure closed loop practically converge unknown optimal reachable equilibrium track desire output reference satisfy polytopic input constraint intermediate result independent interest extend fundamental lemma affine system derive novel robustness bound noisy datum open loop optimal control problem directly transferable data drive mpc scheme literature applicability approach illustrate numerical application continuous stir tank reactor', 'data drive predictive control estimate prediction matrix integral action paper present data drive approach design predictive controller prediction matrice utilize standard model predictive control mpc algorithm typically construct knowledge system model state space input output model instead directly estimate prediction matrix relate future output current future input measured datum line line develop datum drive predictive controller reduce solve quadratic program similar structure complexity linear mpc additionally develop new procedure estimate prediction matrix datum predictive controller integral action correspond rate base formulation linear mpc effectiveness develop data drive predictive controller illustrate position control linear motor model']"
121,223,121_traffic_vehicle_autonomous_driving,"['traffic', 'vehicle', 'autonomous', 'driving', 'trajectory', 'safety', 'agent', 'scenario', 'drive', 'reinforcement']","['automatic intersection management mixed traffic reinforcement learning graph neural network connect automate driving potential significantly improve urban traffic efficiency alleviate issue occlusion cooperative behavior planning employ jointly optimize motion multiple vehicle exist approach automatic intersection management consider fully automate traffic practice mixed traffic simultaneous road usage automated human drive vehicle prevalent present work propose leverage reinforcement learning graph base scene representation cooperative multi agent planning build previous work show applicability machine learn method fully automate traffic scene representation extend mixed traffic consider uncertainty human driver intention simulation base evaluation model measurement uncertainty noise process tune real world datum paper evaluate propose method enhance scheme baseline mixed traffic management increase share automated vehicle learn planner significantly increase vehicle throughput reduce delay interaction non automated vehicle benefit virtually alike', 'multi modal trajectory prediction autonomous driving semantic map dynamic graph attention network predict future trajectory surround obstacle crucial task autonomous drive car achieve high degree road safety challenge trajectory prediction real world traffic scenario include obey traffic rule deal social interaction handle traffic multi class movement predict multi modal trajectory probability inspire people natural habit navigate traffic attention goal surrounding paper present unique dynamic graph attention network solve challenge network design model dynamic social interaction agent conform traffic rule semantic map extend anchor base method multiple type agent propose method predict multi modal trajectory probability multi class movement single model validate approach proprietary autonomous driving dataset logistic delivery scenario publicly available dataset result method outperform state art technique demonstrate potential trajectory prediction real world traffic', 'agent agnostic centralized training decentralized multi agent cooperative driving active traffic management autonomous vehicle offer potential reduced congestion improve traffic flow develop effective algorithm real world scenario require overcome challenge relate infinite horizon traffic flow partial observability address issue decentralize traffic management propose asymmetric actor critic model learn decentralized cooperative driving policy autonomous vehicle single agent reinforcement learning employ attention neural network masking approach efficiently manage real world traffic dynamic partial observability eliminate need predefine agent agent specific experience buffer multi agent reinforcement learning extensive evaluation traffic scenario demonstrate method significant potential improve traffic flow critical bottleneck point address challenge pose conservative autonomous vehicle drive behavior adhere strictly traffic rule show cooperative policy effectively alleviate potential slowdown compromise safety']"
122,220,122_dislocation_alloy_grain_stress,"['dislocation', 'alloy', 'grain', 'stress', 'strain', 'deformation', 'microstructure', 'slip', 'crystal', 'gb']","['line tension dislocation move anisotropic crystal plastic deformation strain rate accommodate collective motion crystalline defect know dislocation extend analysis energetic stability straight dislocation call line tension steady state move dislocation elastically anisotropic medium simplification isotropy model reduce explicit analytical form yield insight behavior increase velocity find shear wave speed isotropic solid screw dislocation line tension diverge positively indicate infinite stability edge dislocation line tension hand change sign approximately shear wave speed subsequently diverge negatively indicate straight configuration energetically unstable anisotropic crystal dependence dislocation velocity significantly complex velocity approach shear wave speed plane crystal define dislocation line tend diverge sign divergence strongly dependent elastic property crystal orientation dislocation line interpret analysis context recent molecular dynamic simulation md motion dislocation near shear wave speed simulation analysis indicative instability nominally edge dislocation fcc crystal approach shear wave speed apply analysis predict behavior dislocation bcc crystal vicinity shear wave speed', 'dislocation dynamic crystal plasticity phase field crystal model phase field model crystalline material mesoscale introduce develop necessary theoretical framework study plastic flow dislocation motion obtain elastic stress phase field free energy obey stress strain relation linear elasticity dislocation dimensional hexagonal lattice show composite topological defect amplitude expansion phase field topological charge give burger vector allow introduce formal relation dislocation velocity evolution coarse grain envelope phase field standard dissipative dynamic phase field crystal model show determine velocity dislocation amplitude equation valid derive peach koehler force dislocation compute associated defect mobility numerical integration phase field crystal equation dimension compute motion dislocation dipole good agreement find theoretical prediction', 'dislocation induce stress polycrystalline material mesoscopic simulation dislocation density formalism paper present simple effective numerical method allow fast fouri transformation base evaluation stress generate dislocation arbitrary direction burger vector site dependent dislocation density know method allow evaluation dislocation stress rectangular grid shape anisotropic discretization cell employ high multipole moment dislocation interaction coefficient propose method simulate stress create relatively simple nonhomogeneous distribution vertical edge call mixed dislocation disk shape sample necessary understand dislocation behavior complicated system main research devoted stress distribution polycrystalline layer dislocation density rapidly vary distance layer consider gan typical example system investigate dislocation induce stress edge mixed dislocation have random orientation burger vector crystal grain rapid decay dislocation density lead highly nontrivial feature stress distribution layer study detail dependence feature average grain size finally develop analytical approach allow predict evolution stress variance grain size compare analytical prediction numerical result']"
123,220,123_modular_form_eisenstein_hecke,"['modular', 'form', 'eisenstein', 'hecke', 'automorphic', 'maass', 'cusp', 'series', 'siegel', 'weight']","['modular form characteristic compare modular form characteristic drinfeld modular form automorphic form prove space modular form characteristic describe function space characteristic zero close automorphic form', 'differential modular form analytic relation eisenstein series present article define algebra differential modular form prove generate eisenstein series weight define hecke operator find analytic relation eisenstein series obtain natural way coefficient family elliptic curve fact complex manifold modulus polarize hodge structure case algebraic structure action algebraic group play basic role proof', 'minkowski function class singular measure quasi modular mean modular form minkowski question mark function rich object explore perspective dynamical system complex dynamic metric number theory multifractal analysis transfer operator integral transform function analysis continue fraction convergent permanent target arithmetic interpretation moment x relative period maass wave form relate function x certain modular object paper establish link embed x modular world space function generalization mean modular form purpose construct wide class measure investigate modular form congruence subgroup additionally satisfy term functional equation perspective modular form modular group stieltjes transform x dyadic period function minus eisenstein series weight fall uniform definition main result construction canonical isomorphism space quasi modular form mean modular form give unexpected minkowski question mark function relate interpretation quasi modular form']"
124,216,124_anomaly_detection_unsupervised_normal,"['anomaly', 'detection', 'unsupervised', 'normal', 'dataset', 'anomalous', 'ad', 'industrial', 'abnormal', 'autoencoder']","['research anomaly detection method base diffusion model anomaly detection fundamental task machine learning data mining significant application cybersecurity industrial fault diagnosis clinical disease monitoring traditional method statistical modeling machine learning base approach face challenge handle complex high dimensional data distribution study explore potential diffusion model anomaly detection propose novel framework leverage strength diffusion probabilistic model dpm effectively identify anomaly image audio datum propose method model distribution normal datum diffusion process reconstruct input datum reverse diffusion combination reconstruction error semantic discrepancy anomaly indicator enhance framework performance introduce multi scale feature extraction attention mechanism wavelet domain representation enable model capture fine grain structure global dependency datum extensive experiment benchmark dataset include mvtec ad demonstrate method outperform state art anomaly detection technique achieve superior accuracy robustness diverse datum modality research highlight effectiveness diffusion model anomaly detection provide robust efficient solution real world application', 'worth compare deep classical method unsupervised anomaly detection time series detect anomaly time series datum important variety field include system monitoring healthcare cybersecurity abundance available method make difficult choose appropriate method give application method strength detect certain type anomaly study compare unsupervised anomaly detection method vary complexity determine complex method generally perform well certain method well suited certain type anomaly evaluate method ucr anomaly archive recent benchmark dataset anomaly detection analyze result dataset anomaly type level adjust necessary hyperparameter method additionally assess ability method incorporate prior knowledge anomaly examine difference point wise sequence wise feature experiment classical machine learn method generally outperform deep learning method range anomaly type', 'reconstruct anomaly normal adversarial learn latent vector constrain autoencoder time series anomaly detection anomaly detection time series widely research important practical application recent year anomaly detection algorithm base deep learn generative model use reconstruction error detect anomaly try capture distribution normal datum reconstruct normal datum training phase calculate reconstruction error test datum anomaly detection use normal datum training phase ensure reconstruction process anomaly datum anomaly datum reconstruct get low reconstruction error lead omission anomaly neighbor information datum point time series datum fully utilize algorithm paper propose run base idea reconstruct anomaly normal apply unsupervised time series anomaly detection minimize reconstruction error normal datum maximize anomaly datum ensure normal datum reconstruct try reconstruction anomaly datum consistent distribution normal datum anomaly high reconstruction error implement idea introduce imitate anomaly data combine specially design latent vector constrain autoencoder discriminator construct adversary network extensive experiment time series dataset different scene ecg diagnosis run detect meaningful anomaly outperform algorithm term auc roc']"
125,210,125_action_video_recognition_temporal,"['action', 'video', 'recognition', 'temporal', 'skeleton', 'frame', 'dataset', 'feature', 'human', 'art']","['explore temporal context human movement dynamic online action detection video nowadays interaction human robot constantly expand require human motion recognition application operate real time work temporal action detection recognition perform task offline manner temporally segment video classify paper base recently propose framework temporal recurrent network explore temporal context human movement dynamic effectively employ online action detection approach use state art architecture appropriately combine extract feature order improve action detection evaluate method challenging widely dataset temporal action localization experiment significant improvement baseline method achieve state art result', 'video action recognition spatio temporal optical flow video frame recognize human action base video popular area research computer vision recent year area application surveillance robotic health care video search human computer interaction problem associate recognize human action video cluttered background obstruction viewpoint variation execution speed camera movement large number method propose solve problem paper focus spatial temporal pattern recognition classification video deep neural network model take rgb image optical flow input datum output action class number final recognition accuracy', 'large scale weakly supervise pre training video action recognition current fully supervise video dataset consist thousand video few thousand domain specific label hinder progress advanced video architecture paper present depth study large volume web video pre training video model task action recognition primary empirical finding pre training large scale million video despite noisy social medium video hashtag substantially improve state art challenging public action recognition dataset examine question construction weakly supervise video action dataset give action involve interaction object construct verb object pre training label space benefit transfer learn second frame base model perform action recognition pre training good image feature sufficient pre training spatio temporal feature valuable optimal transfer learn finally action generally localize long video short video action label provide video level choose video clip good performance give fix budget number minute video']"
126,210,126_imaging_speckle_microscopy_resolution,"['imaging', 'speckle', 'microscopy', 'resolution', 'image', 'phase', 'tissue', 'optical', 'illumination', 'microscope']","['resolution enhance parallel coded ptychography high throughput optical imaging ptychography enable coherent diffraction imaging technique fundamental applied science application optical microscopy fall short low imaging throughput limited resolution report resolution enhance parallel cod ptychography technique achieve high numerical aperture imaging throughput order magnitude great previous demonstration platform translate sample disorder engineer surface lensless diffraction datum acquisition engineer surface consist chemically etch micron level phase scatter print sub wavelength intensity absorber design unlock optical space spatial extent x y frequency content kx ky inaccessible conventional lens base optic achieve good resolution performance report new coherent diffraction imaging model consider spatial angular response pixel readout low cost prototype directly resolve nm linewidth resolution target aperture synthesize gigapixel high resolution microscopic image effective field view acquire second demonstration recover slow vary phase object wrap include optical prism convex lens low frequency phase content object challenge obtain exist lensless technique digital pathology application perform accurate virtual staining recover phase attention guidance deep neural network parallel optical processing report technique enable novel optical instrument inherent quantitative nature metrological versatility', 'enhance speckle statistic image inside scatter medium exploit memory effect speckle correlation imaging incoherent linear single photon fluorescent source scatter tissue memory effect base imaging technique heavily study past thick scattering layer complex illumination pattern correlation weak limit practice applicability idea work introduce spatial light modulator slm tissue sample imaging sensor capture multiple modulation speckle pattern correctly design modulation pattern reconstruction algorithm greatly enhance statistical correlation datum exploit demonstrate reconstruction mega pixel wide fluorescent pattern scatter tissue', 'high resolution long work distance reference free holographic microscopy exploit speckle correlation scatter matrix conventional refraction base optical len challenge achieve high resolution imaging long work distance condition increase numerical aperture lens working distance compensate vice versa propose demonstrate new concept optical microscopy achieve high resolution imaging long work distance condition utilise scatter layer instead refractive optic light pass scatter layer create unique interference pattern retrieve complex amplitude image interference pattern introduce reference beam utilise speckle correlation scatter matrix method property enable holographic microscopy lens external reference beam importantly propose method allow high resolution imaging long working distance conventional objective lens achieve experimental verification image microscopic sample compare performance axis digital holographic microscopy']"
127,209,127_hubbard_mott_insulator_half,"['hubbard', 'mott', 'insulator', 'half', 'phase', 'band', 'charge', 'fill', 'fermi', 'transition']","['magnetic dynamic property hubbard model infinite dimension essentially exact solution infinite dimensional hubbard model possible self consistent mapping hubbard model limit effective single impurity anderson model solve quantum monte carlo procedure enable obtain exact result particle property infinite dimensional hubbard model particular find antiferromagnetism pseudogap single particle density state sufficiently large value intrasite coulomb interaction half fill antiferromagnetic phase insulate phase temperature find quickly suppress doping replace heavy electron metal quasiparticle mass strongly dependent doping soon half fill antiferromagnetic phase boundary agree surprisingly shape order magnitude result dimensional hubbard model', 'quantum phase transition dimensional ionic hubbard model employ dynamical mean field approximation study effect ionic potential square lattice hubbard model half filling stagger potential dominate site hubbard interaction system band insulator phase find competition suppress gap zero lead intermediate metallic region limit identify mott insulator phase gap open increase increase hubbard interaction phase system metallic large system mott insulator phase', 'mott hubbard insulator infinite dimension calculate particle density state mott hubbard insulate phase hubbard model bethe lattice limit infinite coordination number employ kato takahashi perturbation theory strong coupling limit derive green function green function low hubbard band express term polynomial bare hole hop operator check technique exact solution falicov kimball model explicit result include second order inverse hubbard interaction result provide stringent test analytical numerical investigation mott hubbard insulator mott hubbard transition dynamical mean field theory find hubbard iii approximation satisfactory low order local moment approach provide good description mott hubbard insulator strong coupling']"
128,201,128_qcd_chiral_quark_polyakov,"['qcd', 'chiral', 'quark', 'polyakov', 'temperature', 'chemical', 'lattice', 'phase', 'finite', 'potential']","['phase structure flavor qcd investigate phase structure qcd finite temperature light quark chemical potential improve early result dynamical quark flavor investigate effect charm quark extension determine quark condensate polyakov loop potential solution couple set truncated dyson schwinger equation quark gluon propagator landau gauge qcd zero chemical potential find excellent agreement result lattice qcd input fix physical observable find small influence charm quark result phase diagram finite chemical potential discuss location emerge critical end point compare expectation lattice gauge theory', 'approach qcd phase diagram quark flavor recent result qcd phase structure finite temperature light quark chemical potential summarize case dynamical quark flavor consider order parameter chiral deconfinement transition obtain solution couple set truncated dyson schwinger equation quark gluon propagator landau gauge qcd base good agreement lattice qcd zero chemical potential phase diagram plane appearance putative critical end point large chemical potential study', 'phase qcd lattice thermodynamic field theoretical model investigate colour qcd thermodynamic finite quark chemical potential lattice qcd result compare generalized nambu jona lasinio model quark couple simultaneously chiral condensate background temporal gauge field represent polyakov loop dynamic call pnjl model include feature deconfinement chiral symmetry restoration parameter polyakov loop effective potential fix pure gauge sector chiral condensate polyakov loop function temperature quark chemical potential calculate minimize thermodynamic potential system result equation state scale pressure difference quark number density finite quark chemical potential confront correspond lattice qcd datum']"
129,201,129_diamond_nv_nitrogen_center,"['diamond', 'nv', 'nitrogen', 'center', 'vacancy', 'spin', 'defect', 'magnetic', 'magnetometry', 'optical']","['wide field magnetometry nitrogen vacancy center randomly orient micro diamond magnetometry nitrogen vacancy color center diamond gain significant interest researcher recent year absolute knowledge dimensional orientation magnetic field necessary application conventional magnetometry measurement usually perform nv ensemble bulk diamond thin nv layer scanning probe form diamond tip require smooth sample surface proximity probe device limit sense capability present method determine dimensional orientation magnetic field vector relative diamond crystal lattice demonstrate nv center arbitrarily orient submicrometer sized diamond powder deposit planar surface sense magnetic field work extend irregular surface show promising path nanodiamond base photonic sensor', 'perfect alignment preferential orientation nitrogen vacancy center cvd growth diamond surface synthetic diamond production key development quantum metrology quantum information application diamond major quantum sensor qubit candidate diamond nitrogen vacancy nv color center lattice defect come different crystallographic orientation lead intrinsic inhomogeneity nv center undesirable application report microwave plasma assist chemical vapor decomposition mpcvd diamond growth technique substrate yield perfect alignment grow nv center single crystallographic direction addition clear evidence find majority align nv center form nitrogen include growth surface follow formation neighboring vacancy achieve homogeneity grow nv center tremendously benefit quantum information metrology application', 'characterization low nitrogen quantum diamond pulsed magnetometry application ensemble nitrogen vacancy nv center diamond versatile quantum sensor broad application physical life science concentration neutral substitutional nitrogen strongly influence coherence time sensitivity optimal sensing strategy diamond focus recent material engineering effort high concentration favorable continuous wave optically detect magnetic resonance cw odmr low concentration expect benefit pulse magnetometry technique extend nv electronic spin coherence time improve sense duty cycle work synthesize characterize nv enrich diamond material engineer low strain chemical vapor deposition cvd growth high quality substrate isotopic purification control electron irradiation annealing result demonstrate good strain homogeneity diamond grow cvd substrate spin bath limit nv dephase time measure nv spin charge property wide range optical nv excitation intensity provide direct comparison photon shoot noise limit magnetic sensitivity current previously study nv diamond sensor diamond outperform diamond moderate low optical nv excitation intensity result provide practical benchmark guidance select nv diamond sensor tailor specific experimental constraint sense requirement']"
