Topic,Count,Name,Representation,Representative_Docs
86,252,86_vr_robot_reality_virtual,"['vr', 'robot', 'reality', 'virtual', 'immersive', 'user', 'experience', 'ar', 'human', 'participant']","['robotic haptic proxy collaborative virtual reality propose new approach interaction virtual reality vr mobile robot proxy haptic feedback approach allow vr user experience share manipulate tangible physical object remote collaborator participant directly observe robotic proxy mapping virtual object require direct paper describe implementation scenario interaction preliminary user study', 'model software quality virtual reality application user perspective virtual reality vr technology increasingly popular recent year key enabler metaverse vr application unique characteristic include revolutionize human computer interaction mechanism distinguish traditional software user expectation software quality vr application diverge traditional software investigate quality expectation crucial effective development maintenance vr application remain explore area prior research bridge gap conduct large scale empirical study model software quality vr application user perspective end analyze user review vr application seven app store semiautomatic review mining approach construct taxonomy software quality attribute major concern vr user analysis reveal vr specific quality attribute utmost importance user closely related unique property vr application like revolutionize interaction mechanism immersive experience examination relevant user complaint reveal major factor impact user satisfaction vr specific quality attribute identify poor design implementation movement mechanism control mechanism multimedia system physic significantly degrade user experience discuss implication vr quality assurance developer researcher shed light future work instance suggest developer implement sufficient accessibility comfort option user mobility limitation sensory impairment specific need customize interaction mechanism dataset result release facilitate follow study', 'happily error framework development user study correct robot perception error virtual reality robot area life error common cause failure stem robot perception module detect object allow user correct error help improve interaction prevent error future consequently investigate effectiveness virtual reality vr framework correct perception error franka panda robot conduct user study participant interact robot vr screen interface participant learn collaborate robot fast vr interface compare screen interface additionally participant find vr interface immersive enjoyable express preference finding suggest vr interface offer advantage screen interface human robot interaction erroneous environment']"
87,251,87_banach_space_metric_subspace,"['banach', 'space', 'metric', 'subspace', 'point', 'theorem', 'norm', 'fix', 'lipschitz', 'compact']","['space introduce new norm call space abstract operator space prove fundamental property space obtain complete space banach space respect norm', 'embed banach space finite dimensional decomposition paper deal follow type problem assume banach space property p embed banach space finite dimensional decomposition have property p generally have property relate p secondly give class banach space exist banach space class closely related universal class', 'universal banach space basis constant let class pair consist banach space unconditional schauder basis have unconditional basic constant pair call banach space base banach space rational unit ball finite dimensional subspace span finitely basic vector polyhedron vertex rational coordinate schauder basis technique theory construct rational banach space sense basis preserve isometry define base subspace finite dimensional rational banach space extend basis preserve isometry f base banach space prove banach space sense base preserve define base subspace finite dimensional banach space extend base preserve f base banach space hand base banach space exist banach space isomorphic complementably universal banach space class banach space unconditional schauder basis construct']"
88,249,88_measure_ergodic_entropy_map,"['measure', 'ergodic', 'entropy', 'map', 'hyperbolic', 'diffeomorphism', 'set', 'lyapunov', 'invariant', 'dynamical']","['characterization ergodic measure maximal entropy topologically transitive partially hyperbolic diffeomorphism compact center leaf paper provide upper bound number maximal entropy ergodic measure zero lyapunov exponent topologically transitive partially hyperbolic diffeomorphism compact dimensional center leave furthermore establish comprehensive characterization support measure', 'flexibility entropy ergodic measure partially hyperbolic diffeomorphism study nonhyperbolic transitive partially hyperbolic diffeomorphism have dimensional center prove joint flexibility respect entropy center lyapunov exponent broad class system flexibility mean give value center lyapunov exponent value entropy supremum entropy ergodic measure exponent ergodic measure exactly entropy exponent hypothesis involve minimal foliation blender horseshoe formalize interplay region ambient space center expand center contracting type list example result apply long non exhaustive list include fibere circle flow type derive anosov diffeomorphism anomalous non dynamically coherent diffeomorphism', 'variational principle nonhyperbolic ergodic measure skew product elliptic cocycle large class transitive non hyperbolic system construct nonhyperbolic ergodic measure entropy arbitrarily close maximal possible value system consider partially hyperbolic dimension central direction positive entropy ergodic measure central lyapunov exponent negative zero positive construct ergodic measure zero central lyapunov exponent entropy positive arbitrarily close topological entropy set point central lyapunov exponent zero provide restricted variational principle nonhyperbolic zero exponent ergodic measure result apply setting matrix cocycle provide counterpart furstenberg classical result open dense subset elliptic cocycle construct ergodic measure upper lyapunov exponent zero metric entropy arbitrarily close topological entropy set infinite matrix product subexponential growth norm']"
89,245,89_action_video_recognition_temporal,"['action', 'video', 'recognition', 'temporal', 'skeleton', 'dataset', 'motion', 'activity', 'feature', 'human']","['bit bi level temporal modeling efficient supervise action segmentation address task supervised action segmentation aim partition video non overlapping segment represent different action recent work apply transformer perform temporal modeling frame level suffer high computational cost capture action dependency long temporal horizon address issue propose efficient bi level temporal modeling bit framework learn explicit action token represent action segment parallel perform temporal modeling frame action level maintain low computational cost model contain frame branch use convolution learn frame level relationship ii action branch use transformer learn action level dependency small set action token iii cross attention allow communication branch apply extend set prediction objective allow action token represent multiple action segment avoid learn large number token long video segment thank design action branch seamlessly leverage textual transcript video available help action segmentation initialize action token evaluate model video dataset egocentric person action segmentation transcript show bit significantly improve state art accuracy low computational cost time fast compare exist transformer base method', 'temporal segment network good practice deep action recognition deep convolutional network achieve great success visual recognition image action recognition video advantage traditional method evident paper aim discover principle design effective convnet architecture action recognition video learn model give limited training sample contribution temporal segment network tsn novel framework video base action recognition base idea long range temporal structure modeling combine sparse temporal sampling strategy video level supervision enable efficient effective learning action video contribution study series good practice learn convnet video datum help temporal segment network approach obtain state art performance dataset visualize learn convnet model qualitatively demonstrate effectiveness temporal segment network propose good practice', 'temporal action detection joint identification verification temporal action detection aim recognize action category detect start time end time action instance untrimmed video key challenge task accurately classify action determine temporal boundary action instance temporal action detection benchmark thumos large variation exist action category similarity exist different action category limit performance temporal action detection address problem propose use joint identification verification network reduce intra action variation enlarge inter action difference joint identification verification network siamese network base convnet simultaneously predict action category similarity score input pair video proposal segment extensive experimental result challenge thumos dataset demonstrate effectiveness propose method compare exist state art method temporal action detection untrimmed video']"
90,238,90_ai_intelligence_human_ethic,"['ai', 'intelligence', 'human', 'ethic', 'ethical', 'governance', 'artificial', 'decision', 'technology', 'moral']","['put ai ethic practice hourglass model organizational ai governance organizational use artificial intelligence ai rapidly spread sector alongside awareness benefit bring ai grow consensus necessity tackle risk potential harm bias discrimination bring advanced ai technology multitude ai ethic principle propose tackle risk outline organizational process practice ensure socially responsible ai development nascent state address paucity comprehensive governance model present ai governance framework hourglass model organizational ai governance target organization develop use ai system framework design help organization deploy ai system translate ethical ai principle practice align ai system process forthcoming european ai act hourglass framework include governance requirement environmental organizational ai system level ai system level connect governance requirement ai system life cycle ensure governance system life span governance model highlight systemic nature ai governance open new research avenue practical implementation mechanism connect different ai governance layer dynamic ai governance actor model offer starting point organizational decision maker consider governance component need ensure social acceptability mitigate risk realize potential ai', 'give ai voice ai think treat astounding progress generative artificial intelligence ai significant public discourse regulation ethic technology sufficient human discuss human give ai increasingly viable source inspiration people let hypothetical possibility technology point artificial general intelligence develop consciousness ai join discourse new question angle ai bring table consider let key subject book active participant chapter include brief human ai conversation topic ai right ethic', 'model mastery lifecycle framework design human ai interaction utilization ai increase number field late iteration long process machine system replace human change role play task human resistant technological innovation especially workplace general trend increase automation recently ai ai capable carry assist task regard exclusively require human expertise paper consider case task perform human expert ai locate continuum run exclusively human task performance end ai autonomy variety form human ai interaction extreme implementation ai constrain context system workflow embed urgent need method determine ai different situation develop appropriate method human ai interaction human ai work effectively perform task response evolve landscape ai progress increase mastery introduce ai mastery lifecycle framework discuss implication human ai interaction framework provide guidance human ai task allocation human ai interface need adapt improvement ai task performance time framework identify zone uncertainty issue human ai task allocation user interface design likely challenging']"
91,236,91_oscillator_synchronization_kuramoto_chimera,"['oscillator', 'synchronization', 'kuramoto', 'chimera', 'couple', 'coupling', 'phase', 'synchronize', 'delay', 'system']","['synchronization stochastic oscillator examine microscopic mechanism couple stochastic oscillator display similar correlate temporal variation unlike oscillatory motion deterministic dynamical system complete synchronization stochastic oscillator occur appropriately define oscillator phase variable coincide illustrate model chemical system genetic network produce oscillation dynamical variable suitable coupling different network result phase synchronization', 'critical coupling finite kuramoto model dense network kuramoto model prominent model synchronization couple oscillator long research hotspot understand natural frequency interaction oscillator network topology determine onset synchronization paper investigate critical coupling kuramoto oscillator deterministic dense network view natural generalization network identical oscillator provide sufficient condition kuramoto model non identical oscillator unique stable equilibrium equilibrium phase cohesive enjoy local exponential synchronization perform numerical simulation kuramoto model random network circulant network complement theoretical analysis provide insight future research', 'kuramoto oscillator random network mean numerical analysis conduct aid computer collective synchronization couple phase oscillator kuramoto model connected regime random network size study oscillator synchronize achieve phase coherence process significantly affect level connectivity network probability oscillator couple network connectivity threshold synchronization occur attenuated way size network sufficiently large oscillator phase transition']"
92,234,92_equation_posedness_nonlinear_solution,"['equation', 'posedness', 'nonlinear', 'solution', 'blow', 'nls', 'global', 'initial', 'critical', 'sobolev']","['global weak solution d focus energy critical nonlinear equation article prove existence global weak solution dimensional focus energy critical nonlinear nls equation non radial case furthermore prove weak strong uniqueness class initial datum main ingredient new approach use solution energy critical ginzburg landau equation approximation corresponding nonlinear equation proof dichotomy global posedness versus finite time blow energy critical ginzburg landau equation d energy energy stationary solution follow strategy kenig merle concentration compactness rigidity argument reduce global posedness exclusion critical element critical element rule dissipation ginzburg landau equation include local smoothness backwards uniqueness unique continuation existence global weak solution dimensional focus energy critical nonlinear equation non radial case follow global posedness energy critical ginzburg landau equation limitation argument adapt argument struwe prove weak strong uniqueness initial datum bound constant depend stationary solution', 'global posedness energy critical nonlinear equation small initial datum refined trilinear strichartz estimate solution equation flat rational torus derive suitable modification critical function space theory apply prove small datum global posedness result quintic nonlinear equation s energy critical global posedness result setting compact manifold', 'global posedness energy critical nonlinear equation paper prove global posedness defocuse cubic nonlinear equation nls dimensional tori rational irrational initial datum furthermore prove maximal lifespan solution focus cubic nls u satisfy global solution denote ground state euclidean space stationary solution correspond focus equation']"
93,224,93_malware_privacy_app_cybersecurity,"['malware', 'privacy', 'app', 'cybersecurity', 'security', 'cyber', 'android', 'threat', 'forensic', 'user']","['android inter app communication threat solution challenge researcher commercial company lot effort detect malware android platform recent malware threat app collusion make malware detection challenge app collusion app collaborate perform malicious action communicate make single app analysis insufficient paper introduce android security mechanism communication channel android application summarize security vulnerability potential threat introduce app communication finally discuss state art research challenge app collusion detection', 'dataset bias android malware detection researcher propose kind malware detection method solve explosive mobile security threat argue experiment result inflate research bias introduce variability malware dataset explore impact bias android malware detection aspect method flag ground truth distribution malware family dataset method use dataset implement set experiment different vt threshold find method flag malware datum affect malware detection performance directly compare impact malware family type composition malware detection detail superiority approach different combination malware family extensive experiment show method use dataset misleading impact evaluation performance difference argue research bias observe paper carefully control eliminate enforce fair comparison malware detection technique provide reasonable explainable result well report high detection accuracy vague dataset experimental setting', 'self supervise vision transformer malware detection malware detection play crucial role cyber security increase malware growth advancement cyber attack previously unseen malware determine security vendor attack inevitable find solution self learn unlabeled sample datum paper present sherlock self supervision base deep learning model detect malware base vision transformer vit architecture sherlock novel malware detection method learn unique feature differentiate malware benign program use image base binary representation experimental result million android application hierarchy type family show self supervise learning achieve accuracy binary classification malware high exist state art technique propose model able outperform state art technique multi class malware classification type family macro score respectively']"
94,221,94_ionization_laser_pulse_attosecond,"['ionization', 'laser', 'pulse', 'attosecond', 'electron', 'photoelectron', 'photoionization', 'molecule', 'ion', 'atom']","['ionization suppression excited atomic state stabilization regime dimensional model atom employ study ionization behavior initially excited atomic state highly frequent intense laser pulse dipole approximation additional regime ionization suppression find laser intensity stabilization effect expect break appearance effect strong coupling initial wave function ground state cycle average space translate ionic potential follow subsequent population transfer ground state laser pulse turn non dipole effect find increase overall ionization probability suppress alter effect', 'analysis dimensional high energy photoelectron momentum distribution single ionization atom intense laser pulse analyze dimensional electron momentum distribution high energy photoelectron atom intense laser field second order strong field approximation account rescattering return electron target ion order validity establish compare result obtain solve time dependent equation tdse short pulse analyze theory confirm yield rescattere ridge brr momentum spectra interpret elastic scattering backward direction return electron wave packet characteristic extract electron wave packet different laser parameter analyze include dependence laser intensity pulse duration long pulse study wave packet later return', 'strong field ionization cluster cycle pulse interaction intense laser pulse nano scale particle lead production high energy electron ion neutral atom neutron photon investigation focus near infrared x ray laser pulse consist optical cycle study strong field ionization rare gas cluster atom cycle laser pulse access new interaction regime limit electron dynamic dominate laser field cluster atom time significantly emission fast electron kinetic energy exceed observe laser pulse wavelength intensity electron observe nm similar intensity pulse duration fast electron preferentially emit laser polarization direction show drive cluster laser field addition direct electron emission electron rescattere plateau observe scale long wavelength expect result highly directional current energetic electron femtosecond timescale']"
95,216,95_image_resolution_super_sr,"['image', 'resolution', 'super', 'sr', 'degradation', 'restoration', 'dehazing', 'blur', 'dehaze', 'network']","['deep blind video super resolution exist video super resolution sr algorithm usually assume blur kernel degradation process know model blur kernel restoration assumption hold video sr usually lead smooth super resolve image paper propose deep convolutional neural network cnn model solve video sr blur kernel modeling approach propose deep cnn model consist motion blur estimation motion estimation latent image restoration module motion blur estimation module provide reliable blur kernel estimate blur kernel develop image deconvolution method base image formation model video sr generate intermediate latent image sharp image content restore generate intermediate latent image contain artifact generate high quality image use motion estimation module explore information adjacent frame motion estimation constrain deep cnn model well image restoration propose algorithm able generate clear image fine structural detail extensive experimental result propose algorithm perform favorably state art method', 'resolution enhancement range image color image segmentation report method super resolution range image approach leverage interpretation lr image sparse sample hr grid base interpretation demonstrate recently report approach reconstruct dense range image sparse range datum exploit register colour image apply task resolution enhancement range image method use single colour image addition range observation super resolution process propose approach demonstrate super resolution result large factor good localization accuracy', 'gate fusion network joint image deblurre super resolution single image super resolution fundamental task vision application enhance image quality respect spatial resolution input image contain degraded pixel artifact cause degradation amplify super resolution method image blur common degradation source image capture move camera inevitably affect motion blur relative movement sensor object work focus super resolution task presence motion blur propose deep gate fusion convolution neural network generate clear high resolution frame single natural image severe blur decompose feature extraction step task independent stream dual branch design facilitate training process avoid learn mixed degradation enhance final high resolution prediction result extensive experiment demonstrate method generate sharp super resolve image low resolution input high computational efficiency']"
96,207,96_nv_diamond_vacancy_center,"['nv', 'diamond', 'vacancy', 'center', 'nitrogen', 'spin', 'nanodiamond', 'magnetic', 'nuclear', 'defect']","['optical determination magnetic manipulation single nitrogen vacancy color center diamond nanocrystal controlled coherent manipulation individual quantum system fundamental key development quantum information processing nitrogen vacancy nv color center diamond promising system photoluminescence perfectly stable room temperature electron spin optically read individual level review experiment currently realize laboratory concern use single nv color center single photon source coherent magnetic manipulation electron spin associate single nv color center furthermore demonstrate nanoscopy experiment base saturation absorption effect allow optically pin point single nv color center resolution open possibility independently address multiple magnetically couple single nv color center necessary step realization diamond base quantum computer', 'coherence nitrogen vacancy electronic spin ensemble diamond present experimental theoretical study electronic spin decoherence ensemble nitrogen vacancy nv color center bulk high purity diamond room temperature appropriate condition find ensemble nv spin coherence time comparable single nvs microsecond sample natural abundance paramagnetic impurity density observe sharp decrease coherence time misalignment static magnetic field relative nv electronic spin axis consistent theoretical modeling nv coupling nuclear spin bath long coherence time increase signal noise provide room temperature nv ensemble aid application nv center precision magnetometry quantum information', 'coherence protection scheme quantum sensor base ultra shallow single nitrogen vacancy center diamond recent advance engineering diamond surface possible stabilize charge state nanometer deep nitrogen vacancy nv quantum sensor diamond remove charge noise surface principally challenge simultaneously increase action volume quantum sensor place nv center nanometer deep maintain favorable spin coherence property limit magnetic noise fluctuate nuclear spin surface termination diamond mean principle simulation leverage interplay surface induce strain small constant magnetic field spin coherence time ultra shallow nanometer deep nv center significantly enhance near spin phonon limited regime room temperature enriched diamond demonstrate protocol beneficial nanometer deep nv center natural diamond variable coherence property center direction small constant magnetic field establish vector magnetometry nanoscale']"
97,205,97_si_thermal_surface_phonon,"['si', 'thermal', 'surface', 'phonon', 'silicon', 'transport', 'molecule', 'conductivity', 'adsorption', 'conductance']","['quantum correct thickness dependent thermal conductivity amorphous silicon predict machine learn molecular dynamic simulation amorphous silicon si important thermal management material serve ideal playground study heat transport strongly disorder material theoretical prediction thermal conductivity si wide range temperature sample size challenge present systematic investigation thermal transport property si employ large scale molecular dynamic md simulation accurate efficient machine learn neuroevolution potential nep train abundant reference datum calculate quantum mechanical density functional theory level high efficiency nep allow study effect finite size quenching rate formation si great detail find require simulation cell atom cubic cell linear size nm quenching rate k fully convergent thermal conductivity structural property include medium range order characterize pair correlation function angular distribution function coordination number ring statistic structure factor study demonstrate accuracy nep evaluate role quenching rate heterogeneous homogeneous nonequilibrium md method related spectral decomposition technique calculate thickness dependent thermal conductivity value si agree available experimental result k room temperature result highlight importance quantum effect calculate thermal conductivity support quantum correction method base spectral thermal conductivity', 'thermal conductivity intrinsic semiconductor elevated temperature role phonon scattering electronic heat conduction principle base boltzmann transport equation approach predict thermal conductivity crystalline semiconductor material routine validity approach seldom test high temperature condition previous study focus phononic contribution neglect electronic treatment phonon transport rigorous ingredient phonon scattering phonon renormalization thermal expansion ignore paper present boltzmann transport equation study high temperature thermal conduction bulk silicon consider effect phonon electron explore role miss part previous study thermal conductivity elevated temperature phonon transport phonon scattering find considerably reduce thermal conductivity temperature large k effect phonon renormalization thermal expansion phononic thermal conductivity negligible bipolar contribution electronic thermal conductivity calculate principle implement time heat show conduct electron compute total thermal conductivity silicon faithfully reproduce measured datum approach present paper expect apply high temperature functional material result serve benchmark help explain high temperature phonon electron transport phenomena', 'soften vibrational mode anharmonicity induce thermal conductivity reduction si h high temperature hydrogenate amorphous silicon si h garner considerable attention semiconductor industry particularly use solar cell passivation layer high performance silicon solar cell owe exceptional photoelectric property scalable manufacturing process comprehensive understanding thermal transport mechanism si h essential optimize thermal management ensure reliable operation device study develop neuroevolution machine learn potential base principle calculation energy force virial enable accurate modeling interatomic interaction si h si system homogeneous nonequilibrium molecular dynamic hnemd method systematically investigate thermal conductivity si h si temperature range k hydrogen concentration range simulation result find thermal conductivity si h hydrogen significantly reduce compare si analyze spectral thermal conductivity vibrational density state lifetime vibrational mode reveal softening vibrational mode anharmonicity effect contribute reduction thermal conductivity temperature hydrogen concentration increase furthermore influence hydrogen concentration temperature diffuson propagon contribution thermal conductivity si h reveal study provide valuable insight develop thermal management strategy silicon base semiconducting device advance understanding thermal transport amorphous system']"
98,192,98_fairness_fair_bias_decision,"['fairness', 'fair', 'bias', 'decision', 'ai', 'algorithmic', 'discrimination', 'machine', 'attribute', 'group']","['machine learn fairness notion bridge gap real world application fairness emerge important requirement guarantee machine learning ml predictive system discriminate specific individual entire sub population particular minority give inherent subjectivity view concept fairness notion fairness introduce literature paper survey illustrate subtlety fairness notion large number example scenario addition unlike survey literature address question notion fairness suited give real world scenario attempt answer question consist identify set fairness relate characteristic real world scenario hand analyze behavior fairness notion fit element recommend suitable fairness notion specific setup result summarize decision diagram practitioner policymaker navigate relatively large catalog ml', 'fairness perception network centric perspective algorithmic fairness major concern recent year influence machine learning algorithm widespread paper investigate issue algorithmic fairness network centric perspective specifically introduce novel intuitive function know network centric fairness perception provide axiomatic approach analyze property peer review network case study examine utility term assess perception fairness paper acceptance decision function extend group fairness metric know fairness visibility demonstrate relationship demographic parity illustrate potential pitfall fairness visibility measure exploit mislead individual perceive algorithmic decision fair demonstrate problem alleviate increase local neighborhood size fairness perception function', 'unify group fairness evaluation sparsity perspective ensure algorithmic fairness remain significant challenge machine learning particularly model increasingly apply diverse domain numerous fairness criterion exist lack generalizability different machine learning problem paper examine connection difference sparsity measure promote fairness propose unified sparsity base framework evaluate algorithmic fairness framework align exist fairness criterion demonstrate broad applicability wide range machine learning task demonstrate effectiveness propose framework evaluation metric extensive experiment variety dataset bias mitigation method work provide novel perspective algorithmic fairness frame lens sparsity social equity offer potential broad impact fairness research application']"
99,188,99_reconstruction_mri_image_imaging,"['reconstruction', 'mri', 'image', 'imaging', 'mr', 'ct', 'acquisition', 'resolution', 'deep', 'undersampled']","['reduce uncertainty undersampled mri reconstruction active acquisition goal mri reconstruction restore high fidelity image partially observe measurement partial view naturally induce reconstruction uncertainty reduce acquire additional measurement paper present novel method mri reconstruction inference time dynamically select measurement iteratively refine prediction order well reduce reconstruction error uncertainty validate method large scale knee mri dataset imagenet result system successfully outperform active acquisition baseline uncertainty estimate correlate error map resnet base architecture surpass standard pixel pixel model task mri reconstruction propose method show high quality reconstruction pave road applicable solution accelerate mri', 'diffusion modeling domain condition prior guidance accelerated mri qmri reconstruction study introduce novel approach image reconstruction base diffusion model condition native datum domain method apply multi coil mri quantitative mri reconstruction leverage domain condition diffusion model frequency parameter domain prior mri physics embedding diffusion model enforce datum consistency guide training sampling process characterize mri k space encoding mri reconstruction leverage mr signal modeling qmri reconstruction furthermore gradient descent optimization incorporate diffusion step enhance feature learn improve denoising propose method demonstrate significant promise particularly reconstruct image high acceleration factor notably maintain great reconstruction accuracy efficiency static quantitative mri reconstruction diverse anatomical structure immediate application method provide potential generalization capability make adaptable inverse problem domain', 'ernas evolutionary neural architecture search magnetic resonance image reconstruction magnetic resonance imaging mri noninvasive imaging modality produce high quality image scan procedure relatively slow cause patient discomfort motion artifact image accelerate mri hardware constrain physical physiological limitation popular alternative approach accelerated mri undersample k space datum undersampling speed scan procedure generate artifact image advanced reconstruction algorithm need produce artifact free image recently deep learning emerge promising mri reconstruction method address problem straightforward adoption exist deep learning neural network architecture mri reconstruction usually optimal term efficiency reconstruction quality work mri reconstruction undersampled datum carry optimize neural network novel evolutionary neural architecture search algorithm brain knee mri dataset propose algorithm outperform manually design neural network base mr reconstruction model']"
100,187,100_kondo_impurity_dot_spin,"['kondo', 'impurity', 'dot', 'spin', 'electron', 'temperature', 'fermi', 'magnetic', 'quantum', 'effect']","['versus kondo effect double quantum dot consider spin orbital kondo effect parallel arrangement strongly electrostatically couple quantum dot increase exchange electron dot attached lead induce transition orbital kondo effect spin kondo effect symmetry point kondo temperature drop slightly intermediate regime experimentally kind kondo effect discriminate sensitivity suppression spin kondo effect zeeman field dependence kondo temperature zeeman field strength electronic exchange mediate lead analyze detail', 'kondo effect weak link regime quantum spin chain analyze crossover kondo weak link regime mean model tunable bond impurity middle xxz heisenberg chain study kondo screen cloud estimate kondo length combine perturbative renormalization group approach exact numerical calculation integrated real space spin spin correlation function spin impurity symmetrically couple part chain realistic value kondo couple strength spin parity symmetry preserve kondo length take value reach nowadays experimental technology ultracold atom setup case non symmetric kondo coupling spin parity break nonzero magnetic field apply impurity discuss kondo screen redistribute chain function asymmetry coupling map shrinking kondo length magnetic field induce crossover kondo impurity weak link physic', 'molecular kondo effect flat band lattice kondo effect single magnetic impurity embed lieb lattice study numerical renormalization group band flatness present local density state quench participation dispersive electron kondo singlet formation reduce body kondo problem electron molecular kondo problem electron analog body kondo singlet quantum entanglement spin stable low temperature impurity contribution thermodynamical dynamical quantity qualitatively different obtain conventional kondo effect system flat band existence condition molecular kondo effect narrow band system discuss']"
101,182,101_anomaly_detection_fault_industrial,"['anomaly', 'detection', 'fault', 'industrial', 'defect', 'normal', 'image', 'dataset', 'unsupervised', 'feature']","['pku goodsad supermarket good dataset unsupervised anomaly detection segmentation visual anomaly detection essential commonly task field computer vision recent anomaly detection dataset mainly focus industrial automate inspection medical image analysis video surveillance order broaden application research anomaly detection unmanned supermarket smart manufacturing introduce supermarket good anomaly detection goodsad dataset contain high resolution image different appearance good divide category category contain common different type anomaly deformation surface damage open anomaly contain texture change structural change follow unsupervised setting normal defect free image training pixel precise ground truth region provide anomaly conduct thorough evaluation current state art unsupervised anomaly detection method initial benchmark indicate method perform industrial anomaly detection dataset mvtec ad poor performance dataset comprehensive multi object dataset supermarket good anomaly detection focus real world application', 'large scale real world product dataset unsupervised anomaly industrial anomaly detection achieve progress thank dataset mvtec ad visa suffer limitation term number defect sample type defect availability real world scene constraint inhibit researcher explore performance industrial detection high accuracy end propose new large scale anomaly detection dataset call derive real production line specifically propose include different type manufactured part total high resolution image label pixel level anomaly key feature cover anomalous region different size multiple anomaly type possibility multiple anomalous region multiple anomaly type anomaly image large anomaly detection dataset dedicate product quality control community exploration development introduce simple effective framework unsupervised anomaly detection coarse fine detection paradigm recovery guidance cfrg detect small defect anomaly propose cfrg utilize coarse fine detection paradigm specifically utilize heterogeneous distillation model coarse localization fine localization segmentation model addition well capture normal pattern introduce recovery feature guidance finally report result cfrg framework popular anomaly detection method dataset demonstrate strong competitiveness provide highly challenging benchmark promote development anomaly detection field datum code available', 'dual interrelated diffusion model shot anomaly image generation performance anomaly inspection industrial manufacturing constrain scarcity anomaly datum overcome challenge researcher start employ anomaly generation approach augment anomaly dataset exist anomaly generation method suffer limited diversity generate anomaly struggle achieve seamless blending anomaly original image generate mask usually align generate anomaly paper overcome challenge new perspective simultaneously generate pair overall image corresponding anomaly propose dualanodiff novel diffusion base shot anomaly image generation model generate diverse realistic anomaly image dual interrelated diffusion model employ generate image generate anomaly extract background shape information mitigate distortion blurriness phenomenon shot image generation extensive experiment demonstrate superiority propose model state art method term diversity realism accuracy mask overall approach significantly improve performance downstream anomaly inspection task include anomaly detection anomaly localization anomaly classification task']"
102,176,102_clinical_medical_biomedical_patient,"['clinical', 'medical', 'biomedical', 'patient', 'llm', 'language', 'extraction', 'text', 'drug', 'entity']","['need clinical language model recent advance scale large language model llm result improvement nlp task remain unclear model train primarily general web text right tool highly specialized safety critical domain clinical text recent result suggest llm encode surprising medical knowledge raise important question utility small domain specific language model success general domain llm need specialized clinical model investigate question conduct extensive empirical analysis language model range m parameter measure performance different clinical task test ability parse reason electronic health record experiment train base large model scratch clinical note mimic iii iv directly investigate efficiency clinical token relatively small specialized clinical model substantially outperform context learning approach finetune limited annotated datum find pretraine clinical token allow small parameter efficient model match outperform large language model train general text release code model physionet credentiale health datum license datum use agreement', 'apply unsupervised keyphrase method concept extract discharge sheet clinical note contain valuable patient information write different health care provider scientific level write style helpful clinician researcher understand information essential deal extensive electronic medical record entity recognize map standard terminology crucial reduce ambiguity process clinical note name entity recognition entity link critical step clinical natural language processing result production repetitive low value concept hand part clinical text share importance content predict patient condition result necessary identify section content record identify key concept extract meaning clinical text study challenge address clinical natural language processing technique addition order identify key concept set popular unsupervised key phrase extraction method verify evaluate consider clinical concept form multi word expression accurate identification require user specify n gram range propose shortcut method preserve structure expression base tf idf order evaluate pre processing method select concept design type downstream task multiple binary classification capability transformer base model obtain result superiority propose method combination scibert model offer insight efficacy general extract essential phrase method clinical note', 'evaluate large language model medical application survey large language model llm emerge powerful tool transformative potential numerous domain include healthcare medicine medical domain llm hold promise task range clinical decision support patient education evaluate performance llm medical contexts present unique challenge complex critical nature medical information paper provide comprehensive overview landscape medical llm evaluation synthesize insight exist study highlight evaluation datum source task scenario evaluation method additionally identify key challenge opportunity medical llm evaluation emphasize need continued research innovation ensure responsible integration llm clinical practice']"
103,174,103_bethe_ansatz_integrable_chain,"['bethe', 'ansatz', 'integrable', 'chain', 'boundary', 'xxz', 'baxter', 'equation', 'matrix', 'vertex']","['bethe ansatz solution model global range interact boson square lattice quantum system dimensional lattice ubiquitous study model exactly solve bethe ansatz technique show include global range interaction open scope bethe ansatz solution constrain dimensional quantum system bosonic model square lattice define exact bethe ansatz solution provide open cylindrical toroidal boundary condition generalise result integrable defect lead bethe ansatz solution exact', 'boundary perimeter bethe ansatz study partition function vertex model rational limit arbitrary baxter lattice reflect boundary lattice interpret invariant twisted yangian identification allow relate partition function vertex model bethe wave function open spin chain obtain partition function term creation operator reference state algebraic bethe ansatz sum permutation reflection coordinate bethe ansatz', 'bethe state integrable spin s chain generic open boundary base inhomogeneous t q relation associated bethe ansatz equation obtain diagonal bethe ansatz construct bethe type eigenstate spin s chain generic non diagonal boundary employ certain orthogonal basis hilbert space']"
