Topic,Count,Name,Representation,Representative_Docs
123,219,123_clinical_medical_llm_biomedical,"['clinical', 'medical', 'llm', 'biomedical', 'language', 'entity', 'patient', 'note', 'extraction', 'healthcare']","['benchmarke large language model answer explain challenge medical question llm demonstrate impressive performance answer medical question achieve pass score medical licensing examination medical board exam general clinical question capture complexity realistic clinical case lack reference explanation mean easily evaluate reasoning model decision crucial component support doctor make complex medical decision address challenge construct new dataset jama clinical challenge code available hanjiechen challengeclinicalqa jama clinical challenge consist question base challenge clinical case medbullet comprise simulate clinical question dataset structure multiple choice question answer task accompany expert write explanation evaluate seven llm dataset prompt experiment demonstrate dataset hard previous benchmark depth automatic human evaluation model generate explanation provide insight promise deficiency llm explainable medical qa', 'improve hospital mortality prediction medical name entity multimodal learning clinical text provide essential information estimate acuity patient hospital stay addition structure clinical datum study explore clinical text complement clinical predictive learning task leverage internal medical natural language processing service perform name entity extraction negation detection clinical note compose select entity new text corpus train document representation propose multimodal neural network jointly train time series signal unstructured clinical text representation predict hospital mortality risk icu patient model outperform benchmark auc', 'name clinical entity recognition benchmark technical report introduce name clinical entity recognition benchmark evaluate language model healthcare address crucial natural language processing nlp task extract structure information clinical narrative support application like automate coding clinical trial cohort identification clinical decision support leaderboard provide standardized platform assess diverse language model include encoder decoder architecture ability identify classify clinical entity multiple medical domain curate collection openly available clinical dataset utilize encompass entity disease symptom medication procedure laboratory measurement importantly entity standardize accord observational medical outcomes partnership omop common datum model ensure consistency interoperability different healthcare system dataset comprehensive evaluation model performance performance model primarily assess score complement assessment mode provide comprehensive insight model performance report include brief analysis model evaluate date highlight observe trend limitation establish benchmarking framework leaderboard aim promote transparency facilitate comparative analysis drive innovation clinical entity recognition task address need robust evaluation method healthcare nlp']"
124,214,124_operator_eigenvalue_sturm_potential,"['operator', 'eigenvalue', 'sturm', 'potential', 'spectral', 'spectrum', 'liouville', 'asymptotic', 'magnetic', 'eigenfunction']","['discrete spectrum quantum hall effect hamiltonians ii periodic edge potential consider unperturbed operator self adjoint magnetic potential generate constant magnetic field edge potential w non constant bound function depend coordinate x x y spectrum band structure band function b generically infinitely open gap establish explicit sufficient condition guarantee give band positive length extremal point correspond band function non degenerate assumption consider perturb operator electric potential v non negative decay infinity investigate asymptotic distribution discrete spectrum spectral gap introduce effective hamiltonian govern main asymptotic term hamiltonian interpret schroedinger operator infinite matrix value potential restrict attention perturbation compact support find infinitely discrete eigenvalue open gap spectrum convergence eigenvalue correspond spectral edge asymptotically gaussian', 'resonance spectral shift function magnetic operator consider operator constant magnetic field subject electric potential depend variable magnetic field operator infinitely eigenvalue infinite multiplicity embed continuous spectrum perturb smooth scalar potential v assume analytic continuation magnetic field direction complex sector outside compact set define resonance h eigenvalue non selfadjoint operator obtain analytic distortion study distribution near fix real eigenvalue ring center radius establish upper bound tend number resonance upper bind depend decay infinity direction finally deduce representation derivative spectral shift function ssf operator pair term resonance representation justify breit wigner approximation imply local trace formula', 'asymptotic formulae eigenvalue eigenfunction sturm liouville operator potential distribution dirichlet neumann boundary condition deal sturm liouville operator ly dirichlet neumann boundary condition space assume potential complex value form derivative treat distributional sense aim obtain detailed asymptotic formulae eigenvalue associated function operator']"
125,214,125_imaging_microscopy_resolution_ptychography,"['imaging', 'microscopy', 'resolution', 'ptychography', 'image', 'optical', 'oct', 'phase', 'illumination', 'microscope']","['ultra broadband extreme ultraviolet lensless imaging extend complex structure lensless imaging elegant approach high resolution microscopy rapidly gain popularity application imaging optic problematic current lensless imaging method require object place define support structure light source need narrow stable accurately know spectrum introduce general approach lensless imaging spectral bandwidth limitation sample requirement use time delay coherent light pulse scan pulse pulse time delay allow reconstruction diffraction limit image spectral component pulse iterative phase retrieval algorithm introduce use spectrally resolve fresnel diffraction pattern obtain high resolution image complex extended object support requirement demonstrate pulse imaging method octave span visible light source transmission reflection geometry broadband extreme ultraviolet radiation high harmonic source demonstrate approach enable effective use low flux ultra broadband source table soft x ray system high resolution imaging', 'temporal super resolution imaging inspire structured illumination microscopy paper method increase temporal resolution temporal imaging system develop analogously conventional spatial imaging system resolution limit finite aperture lens temporal imaging system finite temporal aperture time lens responsible limited temporal resolution base method spatial structured illumination super resolution microscopy spatial optic utilize time prism temporal version conventional prism shift illusive frequency component input signal capture time lens method pave way high resolution temporal imaging system application observation study fast rare phenomenon dynamic evolution optical rogue wave cancer cell blood', 'multiphoton super resolution imaging virtual structured illumination imaging thick biological tissue degrade sample induce aberration reduce image quality resolution particularly super resolution technique hardware base adaptive optic correct aberration wavefront shaping device provide effective solution complexity cost limit accessibility computational method offer simple alternative struggle complex aberration incoherent nature fluorescence present deep tissue super resolution imaging framework address challenge minimal hardware modification replace photodetector standard laser scan microscope camera measure incoherent response matrix irm dual deconvolution algorithm develop decompose irm excitation emission optical transfer function object spectrum propose method simultaneously correct excitation emission point spread function psfs achieve resolution comparable structured illumination microscopy unlike exist computational method rely vector decomposition single convoluted psf matrix base approach enhance image reconstruction particularly high spatial frequency component enable super resolution presence complex aberration validate framework photon super resolution imaging achieve lateral resolution nanometer depth micrometer thick mouse brain tissue']"
126,214,126_brane_bulk_braneworld_cosmological,"['brane', 'bulk', 'braneworld', 'cosmological', 'cosmology', 'gravity', 'sundrum', 'randall', 'scalar', 'universe']","['brane randall sundrum setup current acceleration universe dimensional spacetime orbifold brane study assume brane spatially homogeneous isotropic independent time follow call bulk base approach general form metric obtain corresponding field equation divide group valid brane valid bulk einstein tensor brane express term discontinuity order derivative metric coefficient metric know bulk distribution einstein tensor brane uniquely determine application consider different case bulk locally vacuum case show universe decelerate accelerate global structure bulk brane study find case solution represent collision orbifold brane application formula study cyclic universe cosmological constant problem point', 'de sitter brane bulk scalar propose new braneworld model arise scalar field bulk example induce brane line element de sitter anti de sitter bulk dimensional einstein equation exactly solve obtain warped spacetime solution derive single brane model thin brane thick variety field profile potential obtain analyse case note thick brane scenario field profile resemble kink thin brane finite bound domain extra dimension address localisation gravity matter field brane braneworld model', 'hamiltonian theory brane world gravity brane world universe consist dimensional brane embed dimensional space time bulk apply arnowitt des misner decomposition brane world result break bulk present canonical theory brane cosmology base decomposition hamiltonian equation allow study physical phenomena brane gravity method give new prospect study initial value problem stability analysis brane black hole cosmological perturbation theory canonical quantization brane world']"
127,211,127_ai_ethic_ethical_intelligence,"['ai', 'ethic', 'ethical', 'intelligence', 'governance', 'artificial', 'human', 'risk', 'technology', 'research']","['transparency index framework ai education numerous ai ethic checklist framework propose focus different dimension ethical ai fairness explainability safety work develop transparent ai system real world educational scenario paper present transparency index framework iteratively co design different stakeholder ai education include educator ed tech expert ai practitioner map requirement transparency different category stakeholder ai education demonstrate transparency consideration embed entire ai development process data collection stage ai system deploy real world iteratively improve demonstrate transparency enable implementation ethical ai dimension education like interpretability accountability safety conclusion discuss direction future research newly emerge field main contribution study highlight importance transparency develop ai power educational technology propose index framework conceptualization ai education', 'switch ladder matrix model classify ai system organisation design deploy artificial intelligence ai system increasingly commit high level ethical principle exist gap principle practice ai ethic major obstacle organisation face attempt operationalise ai ethic lack define material scope differently question system process ai ethic principle ought apply remain unanswered course exist universally accept definition ai different system pose different ethical challenge pragmatic problem solve demand thing sort grouping promote successful action specific end article review compare previous attempt classify ai system purpose implement ai governance practice find attempt classify ai system find previous literature use mental model switch binary approach accord system consider ai system depend characteristic ladder risk base approach classify system accord ethical risk pose matrix multi dimensional classification system aspect account context datum input decision model model classify ai system come set strength weakness conceptualise different way classify ai system simple mental model hope provide organisation design deploy regulate ai system conceptual tool need operationalise ai governance practice', 'survey hybrid human artificial intelligence social computing development modern computing technology social science theoretical research practical application social computing continuously extend particular boom artificial intelligence ai social computing significantly influence ai conventional technology ai drawback deal complicated dynamic problem deficiency rectify hybrid human artificial intelligence h ai integrate human intelligence ai unity form new enhance intelligence h ai deal social problem show advantage ai surpass paper firstly introduce concept h ai ai intelligence transition stage h ai late research progress ai social computing review secondly summarize typical challenge face ai social computing make possible introduce h ai solve challenge finally paper propose holistic framework social computing combine h ai consist layer object layer base layer analysis layer application layer represent h ai significant advantage ai solve social problem']"
128,211,128_nanowire_thermal_phonon_molecule,"['nanowire', 'thermal', 'phonon', 'molecule', 'gan', 'surface', 'molecular', 'transport', 'adsorption', 'conductivity']","['self assemble formation long thin uncoalesce gan nanowire crystalline tin film investigate detail self assemble nucleation growth gan nanowire molecular beam epitaxy crystalline tin film demonstrate type substrate allow growth long thin gan nanowire suffer coalescence contrast growth si substrate certain nanowire length depend nanowire number density exceed coalescence take place bundle process si analyze near neighbor distance distribution identify diffusion induce repulsion neighboring nanowire main mechanism limit nanowire number density nucleation tin si final number density determine shadow impinge molecular beam exist nanowire difference adatom surface diffusion enable tin formation nanowire ensemble reduce number density nanowire ensemble combine property promising basis growth core shell heterostructure', 'measurement thermal conductance silicon nanowire low temperature perform thermal conductance measurement individual single crystalline silicon suspend nanowire nanowire nm thick nm wide fabricate e beam lithography suspend separate pad silicon insulator soi substrate measure thermal conductance phonon wave guide method cross section nanowire approach dominant phonon wavelength silicon order nm conductance behave deviation measure low temperature attribute reduced geometry', 'atomistic simulation heat transport real scale silicon nanowire device utilize atomistic lattice dynamic scatter theory study thermal transport nanodevice nm thick silicon nanowire nm long sandwich bulk reservoir find thermal transport device differ significantly suspend extended nanowire phonon scatter contact interface thermal conductance phonon transport regime tune ballistic diffusive vary surface roughness nanowire length device contain short crystalline wire phonon tunneling occur enhance conductance single contact']"
129,206,129_gene_genome_cell_read,"['gene', 'genome', 'cell', 'read', 'genetic', 'genomic', 'disease', 'sequence', 'seq', 'cancer']","['eigen epistasis detect gene gene interaction large research devote detection investigation epistatic interaction genome wide association study gwass literature focus low order interaction single nucleotide polymorphism snps significant main paper propose original approach detect epistasis gene level systematically filter significant gene compute interaction variable gene pair find eigen epistasis component define linear combination gene snps have high correlation phenotype selection significant effect penalize regression method base group lasso control false discovery method test recent alternative proposal literature synthetic datum show good performance different setting demonstrate power approach detect new gene gene interaction genome wide association study', 'status human gene catalogue scientist try identify gene human genome initial draft genome publish intervene year progress identify protein cod gene estimate number shrink few number distinct protein cod isoform expand dramatically invention high throughput rna sequence technological breakthrough lead explosion number reported non coding rna gene know function combination recent advance offer path forward identify function eventually complete human gene catalogue work remain universal annotation standard include medically significant gene maintain relationship different reference genome describe clinically relevant genetic variant', 'enhance single cell rna seq embed gene expression data drive gene gene interaction integration single cell rna sequence scrna seq provide unprecedented insight cellular heterogeneity enable detailed analysis complex biological system single cell resolution high dimensionality technical noise inherent scrna seq datum pose significant analytical challenge current embed method focus primarily gene expression level overlook crucial gene gene interaction govern cellular identity function address limitation present novel embed approach integrate gene expression profile data drive gene gene interaction method construct cell leaf graph clg random forest model capture regulatory relationship gene simultaneously build k near neighbor graph knng represent expression similarity cell graph combine enriched cell leaf graph eclg serve input graph neural network compute cell embedding incorporate expression level gene gene interaction approach provide comprehensive representation cellular state extensive evaluation multiple dataset demonstrate method enhance detection rare cell population improve downstream analysis visualization clustering trajectory inference integrated approach represent significant advance single cell datum analysis offer complete framework understand cellular diversity dynamic']"
130,203,130_atmosphere_exoplanet_planet_atmospheric,"['atmosphere', 'exoplanet', 'planet', 'atmospheric', 'transit', 'jupiter', 'hot', 'transmission', 'spectra', 'observation']","['identify new opportunity exoplanet characterisation high spectral resolution abridge recently series detection molecule atmosphere extrasolar planet high spectral resolution observation cryogenic high resolution infrared echelle spectrograph crire large telescope measurement able resolve molecular band individual absorption line observe line simultaneously doppler shift change time allow detection specific molecule atmosphere exoplanet perform simulation high resolution crire observation planet thermal emission transit micron perform cross correlation analysis result assess planet signal extract simulate day night spectra high spectral resolution planet day temperature inversion base case hd hd small wavelength region l band promise yield cross correlation signal thermal emission hot jupiter exceed current detection factor integration time transit observation h band attractive h k l band give cross correlation signal similar strength high resolution night spectra hot jupiter cross correlation signal high day high new possibility high resolution observation exoplanet atmosphere expect planet signal high detect high resolution observation choose wavelength different phase improve knowledge hot jupiter atmosphere significantly currently available instrumentation', 'jwst transmission spectrum nearby earth sized exoplanet critical step search life exoplanet decade determine rocky planet transit small m dwarf star possess atmosphere process sculpt time broad wavelength coverage improve resolution compare previous method spectroscopy jwst offer new capability detect characterize atmosphere earth sized m dwarf planet use jwst independently validate discovery lhs warm k earth radius exoplanet interior habitable zone report precise um transmission spectrum transit observation rule primordial hydrogen dominate cloudless pure methane atmosphere far featureless transmission spectrum remain consistent planet high altitude cloud deck similar venus tenuous atmosphere similar mar appreciable atmosphere akin mercury sign stellar contamination spot faculae observation demonstrate jwst requisite sensitivity constrain secondary atmosphere terrestrial exoplanet absorption feature ppm current atmospheric constraint speak nature planet instrumental limit', 'detection titanium oxide atmosphere hot jupiter exoplanet transit host star light star absorb atom molecule planet atmosphere cause planet big plot planet observe size function wavelength light produce transmission spectrum measure tiny variation transmission spectrum atmospheric modelling give clue property exoplanet atmosphere chemical specie compose light hydrogen oxygen carbon sodium way detect atmosphere hot giant exoplanet molecule compose heavy element far prove elusive nonetheless predict metal oxide titanium oxide tio vanadium oxide occur observable region hot exoplanetary atmosphere cause thermal inversion dayside report detection tio atmosphere hot jupiter planet combine spectrum wide spectral coverage reveal presence tio confidence level strongly scatter haze sodium confirm presence water atmosphere']"
131,202,131_hyperspectral_hsi_image_spatial,"['hyperspectral', 'hsi', 'image', 'spatial', 'spectral', 'plant', 'classification', 'crop', 'detection', 'resolution']","['hyperspectral image analysis single modal multimodal setting deep learning technique hyperspectral imaging provide precise classification land use cover exceptional spectral resolution challenge high dimensionality limited spatial resolution hinder effectiveness study address challenge employ deep learning technique efficiently process extract feature classify datum integrated manner enhance spatial resolution integrate information complementary modality lidar sar datum multimodal learning adversarial learning knowledge distillation utilize overcome issue stem domain disparity miss modality tailor deep learning architecture suit unique characteristic hsi datum utilize convolutional recurrent neural network handle continuous spectral dimension technique like visual attention feedback connection architecture bolster robustness feature extraction additionally tackle issue limited training sample self supervise learning method employ autoencoder dimensionality reduction explore semi supervised learning technique leverage unlabeled datum propose approach evaluate hsi dataset consistently outperform exist state art technique', 'special zero shot hyperspectral image classification clip hyperspectral image hsi classification aim categorize pixel hsi specific land cover class crucial application remote sensing environmental monitoring agriculture deep learning base hsi classification method achieve significant advancement exist method rely manually label datum training time consume labor intensive address limitation introduce novel zero shot hyperspectral image classification framework base clip special aim eliminate need manual annotation special framework consist main stage clip base pseudo label generation noisy label learning stage hsi spectrally interpolate produce rgb band band subsequently classify clip result noisy pseudo label accompany confidence score improve quality label propose scaling strategy fuse prediction multiple spatial scale second stage spectral information label refinement technique incorporate mitigate label noise enhance classification accuracy experimental result benchmark dataset demonstrate special outperform exist method zero shot hsi classification show potential practical application code available', 'generative adversarial network probabilistic graph model hyperspectral image classification high spectral dimensionality shortage annotation hyperspectral image hsi classification challenging problem recent study suggest convolutional neural network learn discriminative spatial feature play paramount role hsi interpretation method ignore distinctive spectral spatial characteristic hyperspectral datum addition large unlabeled datum remain unexploited gold efficient datum use propose integration generative adversarial network gan probabilistic graphical model hsi classification specifically spectral spatial generator discriminator identify land cover category hyperspectral cube advantage large unlabeled datum adopt conditional random field refine preliminary classification result generate gan experimental result obtain commonly study dataset demonstrate propose framework achieve encourage classification accuracy small number datum training']"
132,194,132_kondo_impurity_fermi_electron,"['kondo', 'impurity', 'fermi', 'electron', 'spin', 'conduction', 'anderson', 'magnetic', 'temperature', 'liquid']","['screen cloud non fermi liquid scattering topological kondo device topological kondo effect arise conduction electron metallic lead couple mesoscopic superconducte island majorana fermion work minimal setup study lead electron local tunneling density state thermally smeared form motivate scan tunneling microscopy focus component oscillate twice fermi wavenumber function temperature zero bias find amplitude nonmonotonic decrease exponential thermal length control increase potentially intermediate kondo logarithm cross decay kondo logarithm present tip junction distance sufficiently small kondo length provide information kondo screen cloud low temperature decay indicate non fermi liquid scattering particular complete suppression single particle scattering topological kondo fix point temperature kondo temperature find amplitude describe universal scaling function indicative strong correlation general context consideration point utility study quantum impurity system include extract information single particle scattering matrix', 'kondo effect mesoscopic system kondo effect develop case non commuting operator describe interaction conduction electron impurity defect internal degree freedom interaction involve spin orbital variable case conduction electron conserve quantum number appear coupling example kondo effect involve orbital degree freedom interaction independent real spin electron conserve lead channel kondo problem low temperature behavior different channel case case fermi liquid form second strong deviation appear non fermi liquid state realize mesoscopic sample provide unique possibility study single kondo impurity paper review original spin kondo problem affect surface anisotropy fluctuation density state point contact pc discuss physics single magnetic impurity surface sample orbital effect dynamical defect consider nature defect know excellent candidate describe zero bias anomaly non fermi liquid character pc dephase time transport short wire main concern interpretation tunneling center form heavy impurity produce kondo temperature low secondly splitting see experiment small expect model extremely important identify microstructure level system find new realization', 'kondo lattice inequivalent local moment competitive co operative kondo screening standard heavy fermion metal feature single local moment unit cell complicated system multiple distinct local moment synthesize example discuss physics kondo lattice model local moment sublattice couple different kondo coupling conduction electron phase diagram strongly modify standard kondo lattice characteristic screen temperature distinct moment separate investigate interplay kondo effect local self energy approximation slave boson find kondo effect compete co operate depend conduction band filling regime competition small difference kondo coupling lead huge difference respective kondo scale non trivial body effect study low temperature property collective heavy fermi liquid state propose connection deplete kondo lattice system']"
133,193,133_casimir_force_plate_vacuum,"['casimir', 'force', 'plate', 'vacuum', 'energy', 'lifshitz', 'dielectric', 'effect', 'piston', 'boundary']","['path integral formulation casimir effect supersymmetric quantum electrodynamics casimir effect interesting phenomenon sense provide primitive mean extract energy vacuum original work casimir number work appear extend result case general topological dynamical configuration boundary condition circumstance finite temperature gravity study casimir effect common assume free electromagnetic field bounded region interesting extend argument field electromagnetic field casimir effect free fermionic field investigate author find result attractive force suitable physical boundary condition', 'finite temperature casimir effect scalar field robin boundary condition spacetime extra dimension article study finite temperature casimir effect scalar field robin boundary condition parallel plate background spacetime compact internal manifold arbitrary geometry finite temperature casimir force act plate derive piston approach divergence casimir force region plate region outside plate cancel nature asymptotic behavior casimir force different limit small large plate separation low high temperature study detail range robin coefficient casimir force attractive repulsive determine range robin coefficient casimir force show attractive small plate separation repulsive large plate separation vise versa', 'casimir effect superconducte cavity thermal controversy important unresolved problem field dispersion force determine influence temperature casimir force metallic plate alternative theoretical approach lead contradictory prediction magnitude effect experiment detect thermal correction casimir force paper superconducte cavity provide new opportunity investigate problem thermal dependence casimir force real material look change casimir force determine small change temperature actual feasibility propose scheme briefly discuss']"
134,189,134_cardinal_countable_force_woodin,"['cardinal', 'countable', 'force', 'woodin', 'axiom', 'shelah', 'forcing', 'notion', 'set', 'principle']","['weakly compact cardinal unfoldable weakly measurable nearly prove suitable large cardinal hypothesis weakly compact cardinal unfoldable weakly measurable nearly desire addition prove global result show entire class weakly compact cardinal proper class coincide class unfoldable cardinal class weakly measurable cardinal class nearly cardinal nearly desire function result answer question open literature extend large cardinal identity crisis phenomenon identify magidor strongly compact cardinal', 'compact cardinal value diagram assume strongly compact cardinal consistent assumption consistent', 'control classical cardinal characteristic collapse cardinal give force notion force certain value classical cardinal characteristic real compose collapse cardinal composition force previous value characteristic force distinct value keep value diagram distint boolean ultrapower method new maximum construction avoid large cardinal']"
135,186,135_neutrino_icecube_energy_cosmic,"['neutrino', 'icecube', 'energy', 'cosmic', 'pev', 'astrophysical', 'neutrinos', 'flux', 'detector', 'shower']","['detection atmospheric muon neutrinos icecube string detector icecube neutrino detector cubic kilometer tev pev neutrino detector construction geographic south pole dominant population neutrino detect icecube meson decay cosmic ray air shower atmospheric neutrino relatively understand serve calibration verification tool new detector detector approximately complete report datum acquire detector configuration observe atmospheric neutrino signal consistent expectation demonstrate icecube detector capable identify neutrino event day livetime neutrino candidate select expectation event atmospheric neutrinos', 'characteristic diffuse astrophysical electron tau neutrino flux year icecube high energy cascade datum report measurement astrophysical neutrino flux particle shower cascade icecube datum assume standard oscillation astrophysical neutrino dedicated cascade sample dominate electron tau flavor flux observe sensitive energy range consistent single power law model expect fermi type acceleration high energy particle astrophysical source find flux spectral index flux normalization neutrino flavor agreement icecube complementary muon neutrino result neutrino flavor fit result measured energy range reject spectral index significance level high neutrino energy resolution low atmospheric neutrino background analysis provide detailed characterization neutrino flux energy compare previous icecube result result fit assume complex neutrino flux model suggest flux soften high energy flux harden low energy p value sizable smooth flux measure remain puzzle order violate isotropic diffuse gamma ray background measure fermi lat suggest existence astrophysical neutrino source characterize dense environment opaque gamma ray', 'atmospheric astrophysical neutrino tev interact icecube icecube neutrino observatory design primarily search high energy tev pev neutrino produce distant astrophysical object search neutrino interact inside instrument volume recently provide evidence isotropic flux neutrino low energy icecube collect large number neutrino weak decay meson cosmic ray air shower present result search neutrino interaction inside icecube instrument volume tev pev day datum take lower energy threshold neutrino southern sky tev time far threshold previous high energy analysis astrophysical neutrino remain dominant component southern sky tev datum derive new constraint diffuse astrophysical neutrino spectrum strong upper limit flux neutrino charmed meson decay atmosphere time benchmark theoretical prediction previous icecube result confidence']"
136,182,136_comet_asteroid_dust_perihelion,"['comet', 'asteroid', 'dust', 'perihelion', 'cometary', 'coma', 'nucleus', 'belt', 'albedo', 'family']","['physical surface property comet nucleus remote observation summarize collective knowledge physical surface property comet nucleus focus obtain remote observation measurement constraint effective radius comet rotation period axial ratio color index geometric albedo nucleus phase coefficient sample approximately triple publication comet ii ir survey spitzer neowise responsible bulk increase effective radius measurement advance coma morphology study long term study prominent comet result meaningful constraint rotation period change nearly dozen comet allow add range nucleus property study delay doppler radar visible light polarimetric measurement comet nucleus comet ii consider alongside traditional method study nucleus remotely use result recent situ mission notably rosetta collective property obtain remote observation context emphasize insight gain surface property prevalence highly elongate bilobate shape explore nucleus property evolve focus fragmentation likely related phenomenon outburst disintegration knowledge behavior shape recent year diverse source high resolution image nucleus fragmentation disruption event detection thousand small comet near sun regular photometric monitoring large number comet solar system detailed imaging surface mission target finally explore advance knowledge bulk nucleus property enable come year', 'multi wavelength observation comet pan starrs dynamically new comet panstarrs bright comet great comet hale bopp present multi wavelength observation bind passage inner solar system strong absorption band water ice detect near infrared spectra take m gemini north m irtf telescope companion band water ice observe spectral modeling absence feature explain presence sub micron sized fine ice grain gas line cn hcn co observe pre perihelion optical sub millimeter upper limit cn co production rate derive comet exhibit strong continuum optical slope red comet approach sun observation suggest unusually dust rich comet dust gas mass ratio', 'borderline hyperbolic comet panstarrs fade approach sun present observational numerical study borderline hyperbolic comet panstarrs perform recent passage inner solar system observation carry oasi soar october january reveal low level activity relative measure long period comet addition observe decrease brightness comet get close sun photometric datum obtain approach perihelion april comet active usually expect case long period comet value line short period comet specifically jupiter family comet hand observed increase value spectral slope dust coma decrease indicate small dust particle disperse coma radiation pressure fast inject possible sublimation jet analysis orbital evolution suggest dynamically old comet new masquerade dynamically old comet likely origin solar system']"
137,180,137_anomaly_detection_normal_unsupervised,"['anomaly', 'detection', 'normal', 'unsupervised', 'abnormal', 'dataset', 'industrial', 'autoencoder', 'datum', 'image']","['sub cluster normal datum anomaly detection anomaly detection datum analysis interesting challenge research topic real world application complexity datum dimension increase require understand semantic context description effective anomaly characterization exist anomaly detection method limited performance high dimensional datum imagenet exist study evaluate performance low dimensional clean separate datum set mnist paper study anomaly detection high dimensional complex normal datum observation general anomaly datum define semantically explainable feature able define semantic sub cluster normal datum hypothesize exist reasonably good feature space semantically separate sub cluster give normal datum unseen anomaly distinguished space normal datum propose perform semantic clustering give normal datum train classifier learn discriminative feature space anomaly detection finally perform base careful extensive experimental evaluation mnist imagenet combination normal anomaly datum anomaly detection scheme outperform state art method especially high dimensional real world image', 'algorithmic framework detection high density anomaly study explore concept high density anomaly oppose traditional concept anomaly isolated occurrence high density anomaly deviant case position normal region data space anomaly relevant practical use case misbehavior detection datum quality analysis effective method identify particularly important analyze large noisy set traditional anomaly detection algorithm return false positive order able identify high density anomaly study introduce non parametric algorithmic framework unsupervised detection framework able leverage exist underlying anomaly detection algorithm offer different solution balance problem inherent detection task framework evaluate synthetic real world dataset compare exist baseline algorithm detect traditional anomaly iterative partial push ipp framework prove yield good detection result', 'anomalydiffusion shot anomaly image generation diffusion model anomaly inspection play important role industrial manufacture exist anomaly inspection method limit performance insufficient anomaly datum anomaly generation method propose augment anomaly data suffer poor generation authenticity inaccurate alignment generate anomaly mask address problem propose anomalydiffusion novel diffusion base shot anomaly generation model utilize strong prior information latent diffusion model learn large scale dataset enhance generation authenticity shot training datum firstly propose spatial anomaly embed consist learnable anomaly embed spatial embed encode anomaly mask disentangle anomaly information anomaly appearance location information improve alignment generate anomaly anomaly mask introduce novel adaptive attention weighting mechanism base disparity generate anomaly image normal sample dynamically guide model focus area noticeable generate anomaly enable generation accurately match anomalous image mask pair extensive experiment demonstrate model significantly outperform state art method generation authenticity diversity effectively improve performance downstream anomaly inspection task code datum available']"
138,180,138_reaction_cell_biochemical_gene,"['reaction', 'cell', 'biochemical', 'gene', 'protein', 'stochastic', 'chemical', 'network', 'biological', 'crn']","['deterministic stochastic description gene expression dynamic key goal system biology predictive mathematical description gene regulatory circuit different approach deterministic stochastic model model describe cell growth division explicitly implicitly etc consider simple system unregulated constitutive gene expression compare different mathematical description systematically obtain insight error introduce common approximation describe cell growth division effective protein degradation term particular population average protein content cell exhibit subtle dependence dynamic growth division specific model volume growth age structure population error model implicit cell growth division small furthermore compare model partially stochastic investigate impact different source intrinsic noise comparison indicate different source noise protein synthesis partition cell division contribute comparable amount noise protein synthesis weakly bursty protein synthesis bursty burstiness dominant noise source independent detail model finally discuss source extrinsic noise cell cell variation protein content cell different stage division cycle small protein concentration surprisingly protein copy number cell fluctuation growth rate significant impact', 'biochemical oscillation delay negative cyclic feedback harmonic balance analysis application oscillatory chemical reaction serve timing clock cellular process living cell temporal dynamic protein concentration level great interest biology propose theoretical framework analyze frequency phase amplitude oscillatory protein concentration gene regulatory network negative cyclic feedback formulate analysis framework oscillation profile base multivariable harmonic balance framework frequency phase amplitude obtain analytically term kinetic constant reaction despite nonlinearity dynamic result demonstrate pentilator self repression network show develop analysis method predict profile oscillation distinctive feature present result waveform oscillation analytically obtain broad class biochemical system easy waveform determine system parameter structure present general biological insight applicable gene regulatory network negative cyclic feedback', 'regulatory control cost benefit biochemical noise experiment recent year vividly demonstrate gene expression highly stochastic protein concentration fluctuation affect growth rate population cell wide open question present mathematical model make possible quantify effect protein concentration fluctuation growth rate population genetically identical cell model predict population growth rate depend growth rate single cell vary protein concentration variance protein concentration fluctuation correlation time fluctuation model predict average concentration protein close value maximize growth rate fluctuation concentration reduce growth rate average protein concentration deviate sufficiently optimal level fluctuation enhance growth rate population growth rate cell depend linearly protein concentration model show ensemble population average quantity average protein expression level variance general equal time average obtain trace single cell descendant apply model perform cost benefit analysis gene regulatory control analysis predict optimal expression level gene regulatory protein determine trade cost synthesize regulatory protein benefit minimize fluctuation expression target gene discuss possible experiment test prediction']"
139,179,139_permutation_pattern_dyck_number,"['permutation', 'pattern', 'dyck', 'number', 'avoid', 'partition', 'enumeration', 'path', 'sequence', 'bijection']","['packing set pattern pack density permutation occurrence statistic describe maximal number permutation give type occur permutation article focus containment set permutation question tangentially consider previously systematic study find pack density special set permutation study permutation pattern co occurrence', 'count occurrence pattern type permutation babson introduce generalize permutation pattern allow requirement adjacent letter pattern adjacent permutation claesson present complete solution number permutation avoid single pattern type pattern answer give bell number remain answer give catalan number respect equidistribute different class pattern type present recursion number permutation contain exactly occurrence pattern second aforementioned class find ordinary generating function number prove result combinatorially analytically finally distribution pattern class form continued fraction explicit formula number permutation contain exactly occurrence pattern class', 'growth rate avoid permutation improved algorithm count number permutation result term generating function analyse know coefficient find compelling evidence unlike classical pattern avoid permutation generating function case algebraic singularity number avoid permutation length behave estimate g b']"
